Review Text,Sentiment,Feedback,Review Date,Hospital Name,Department,Reviewer Location,Reviewer Age Group,Rating
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2022-06-10,City Hospital,Cardiology,Phoenix,61+,4
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2022-05-21,Central Health Care,Cardiology,Houston,41-60,4
The treatment was effective/comprehensive/excellent.,Positive,1,2019-07-23,Central Health Care,Neurology,Phoenix,26-40,3
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2021-08-16,Greenwood Medical Center,Emergency,Houston,61+,1
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2019-11-24,Greenwood Medical Center,Neurology,Phoenix,41-60,2
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2022-03-15,St. Mary's Clinic,Orthopedics,Chicago,18-25,1
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2019-01-04,St. Mary's Clinic,Cardiology,Chicago,61+,5
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2021-11-01,St. Mary's Clinic,Orthopedics,Chicago,26-40,2
The treatment was effective/comprehensive/excellent.,Positive,1,2021-10-18,St. Mary's Clinic,Pediatrics,New York,41-60,1
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2018-05-29,Central Health Care,Emergency,Chicago,61+,3
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2023-08-30,Central Health Care,Cardiology,New York,61+,2
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2021-06-28,Central Health Care,Cardiology,Phoenix,18-25,5
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2018-08-25,Greenwood Medical Center,Neurology,Houston,18-25,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2023-05-02,City Hospital,Orthopedics,Los Angeles,61+,3
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2020-05-11,City Hospital,Emergency,New York,41-60,4
I am very satisfied with the care/service I received here.,Positive,1,2022-01-14,Greenwood Medical Center,Neurology,New York,18-25,5
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2019-07-05,City Hospital,Cardiology,Houston,61+,3
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2020-01-08,Greenwood Medical Center,Neurology,Phoenix,41-60,5
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2023-09-16,St. Mary's Clinic,Orthopedics,New York,26-40,3
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2022-12-12,City Hospital,Cardiology,Los Angeles,41-60,4
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2018-11-12,Central Health Care,Cardiology,Houston,61+,5
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2019-05-07,Central Health Care,Emergency,Los Angeles,61+,3
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2019-09-08,Greenwood Medical Center,Pediatrics,Chicago,18-25,5
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2020-03-12,Greenwood Medical Center,Orthopedics,Chicago,61+,4
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2022-01-28,Central Health Care,Emergency,Los Angeles,26-40,2
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2019-10-03,City Hospital,Cardiology,Phoenix,41-60,5
I am very satisfied with the care/service I received here.,Positive,1,2023-04-13,Greenwood Medical Center,Emergency,Los Angeles,18-25,1
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2018-09-25,City Hospital,Orthopedics,Los Angeles,61+,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2023-05-06,City Hospital,Emergency,Los Angeles,18-25,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2019-08-02,City Hospital,Neurology,Phoenix,26-40,4
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2018-02-21,Central Health Care,Cardiology,Chicago,61+,2
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2020-09-19,St. Mary's Clinic,Cardiology,Phoenix,41-60,2
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2019-02-12,St. Mary's Clinic,Neurology,Houston,18-25,1
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2023-05-31,St. Mary's Clinic,Emergency,Los Angeles,61+,4
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2020-09-06,St. Mary's Clinic,Pediatrics,Chicago,61+,1
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2022-03-25,Central Health Care,Emergency,Los Angeles,26-40,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2019-04-07,St. Mary's Clinic,Emergency,Phoenix,18-25,4
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2018-02-21,St. Mary's Clinic,Orthopedics,New York,18-25,3
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2018-03-06,St. Mary's Clinic,Orthopedics,Phoenix,26-40,2
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2022-12-09,Central Health Care,Orthopedics,Los Angeles,61+,5
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2021-09-22,Central Health Care,Emergency,Chicago,61+,3
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2019-05-09,City Hospital,Neurology,New York,41-60,1
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2021-08-15,City Hospital,Pediatrics,New York,18-25,2
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2021-08-23,St. Mary's Clinic,Orthopedics,Houston,18-25,1
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2019-05-17,City Hospital,Neurology,Houston,18-25,1
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2021-11-26,Central Health Care,Cardiology,Phoenix,61+,5
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2018-03-04,Central Health Care,Neurology,New York,26-40,3
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2022-08-19,St. Mary's Clinic,Pediatrics,Houston,26-40,4
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2020-02-22,St. Mary's Clinic,Neurology,Chicago,61+,3
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2020-04-09,City Hospital,Emergency,New York,61+,4
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2021-11-18,City Hospital,Cardiology,Los Angeles,41-60,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2020-05-29,St. Mary's Clinic,Cardiology,Houston,41-60,3
The treatment was effective/comprehensive/excellent.,Positive,1,2021-11-09,City Hospital,Cardiology,Los Angeles,26-40,4
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2023-03-02,Greenwood Medical Center,Neurology,New York,61+,1
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2023-10-03,Greenwood Medical Center,Cardiology,Houston,18-25,4
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2018-04-13,Greenwood Medical Center,Emergency,Chicago,61+,3
The treatment was effective/comprehensive/excellent.,Positive,1,2023-11-12,City Hospital,Neurology,Chicago,26-40,4
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2022-01-28,Greenwood Medical Center,Cardiology,Houston,61+,4
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2020-12-06,Greenwood Medical Center,Cardiology,New York,41-60,5
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2023-01-03,Central Health Care,Neurology,Los Angeles,61+,3
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2023-09-16,Central Health Care,Emergency,New York,61+,4
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2022-02-08,City Hospital,Neurology,Phoenix,41-60,1
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2018-04-25,Central Health Care,Cardiology,Houston,61+,4
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2022-09-13,Central Health Care,Cardiology,Los Angeles,41-60,4
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2018-09-21,St. Mary's Clinic,Orthopedics,New York,18-25,3
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2022-11-08,St. Mary's Clinic,Orthopedics,Chicago,18-25,3
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2019-10-06,St. Mary's Clinic,Neurology,Chicago,61+,3
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2023-08-18,Greenwood Medical Center,Emergency,Chicago,61+,2
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2022-07-01,St. Mary's Clinic,Neurology,New York,18-25,3
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2021-08-15,Greenwood Medical Center,Emergency,Houston,61+,4
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2021-01-04,Central Health Care,Emergency,Houston,61+,2
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2021-09-02,St. Mary's Clinic,Pediatrics,Los Angeles,41-60,2
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2019-12-31,Greenwood Medical Center,Pediatrics,Phoenix,41-60,4
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2018-12-20,St. Mary's Clinic,Orthopedics,Los Angeles,26-40,2
